SourceFile,unique_id.x,brand,Transect distance,run_num,seconds,start_dec,DateTimeOriginal,two,three,four
/Volumes/Untitled/DCIM/100RECNX/RCNX0003.JPG,PP-4,Reconyx,3,1,9,1,2022:08:04 23:03:43,2022:08:04 23:03:48,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0003.JPG,PP-4,Reconyx,3,2,10,0,2022:08:04 23:03:55,,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0003.JPG,PP-4,Reconyx,3,3,9,1,2022:08:04 23:04:14,2022:08:04 23:04:20,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0003.JPG,PP-4,Reconyx,3,4,10,0,2022:08:04 23:04:25,,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0027.JPG,PP-4,Reconyx,3,5,10,1,2022:08:04 23:04:46,2022:08:04 23:04:52,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0003.JPG,PP-4,Reconyx,3,6,10,0,2022:08:04 23:05:00,,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0039.JPG,PP-4,Reconyx,5,1,10,1,2022:08:04 23:05:20,2022:08:04 23:05:25,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0048.JPG,PP-4,Reconyx,5,2,10,1,2022:08:04 23:05:36,2022:08:04 23:05:41,2022:08:04 23:05:43,
/Volumes/Untitled/DCIM/100RECNX/RCNX0054.JPG,PP-4,Reconyx,5,3,10,1,2022:08:04 23:06:00,2022:08:04 23:06:06,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0060.JPG,PP-4,Reconyx,5,4,10,1,2022:08:04 23:06:17,2022:08:04 23:06:23,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0066.JPG,PP-4,Reconyx,5,5,9,1,2022:08:04 23:06:34,2022:08:04 23:06:39,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0075.JPG,PP-4,Reconyx,5,6,10,1,2022:08:04 23:06:50,2022:08:04 23:06:56,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0081.JPG,PP-4,Reconyx,10,1,10,1,2022:08:04 23:07:12,2022:08:04 23:07:18,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0087.JPG,PP-4,Reconyx,10,2,10,1,2022:08:04 23:07:28,2022:08:04 23:07:34,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0093.JPG,PP-4,Reconyx,10,3,10,1,2022:08:04 23:07:45,2022:08:04 23:07:50,2022:08:04 23:07:52,
/Volumes/Untitled/DCIM/100RECNX/RCNX0099.JPG,PP-4,Reconyx,10,4,10,1,2022:08:04 23:08:02,2022:08:04 23:08:08,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0105.JPG,PP-4,Reconyx,10,5,10,1,2022:08:04 23:08:18,2022:08:04 23:08:24,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0003.JPG,PP-4,Reconyx,10,6,10,0,2022:08:04 23:08:33,,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0117.JPG,PP-4,Reconyx,12,1,10,1,2022:08:04 23:08:54,2022:08:04 23:09:00,2022:08:04 23:09:02,
/Volumes/Untitled/DCIM/100RECNX/RCNX0123.JPG,PP-4,Reconyx,12,2,10,1,2022:08:04 23:09:10,2022:08:04 23:09:17,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0129.JPG,PP-4,Reconyx,12,3,10,1,2022:08:04 23:09:28,2022:08:04 23:09:34,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0138.JPG,PP-4,Reconyx,12,4,10,1,2022:08:04 23:09:50,2022:08:04 23:09:54,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0144.JPG,PP-4,Reconyx,12,5,10,1,2022:08:04 23:10:06,2022:08:04 23:10:12,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0150.JPG,PP-4,Reconyx,12,6,10,1,2022:08:04 23:10:23,2022:08:04 23:10:29,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0156.JPG,PP-4,Reconyx,15,1,10,1,2022:08:04 23:10:43,2022:08:04 23:10:49,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0162.JPG,PP-4,Reconyx,15,2,9,1,2022:08:04 23:10:59,2022:08:04 23:11:05,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0168.JPG,PP-4,Reconyx,15,3,10,1,2022:08:04 23:11:16,2022:08:04 23:11:22,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0003.JPG,PP-4,Reconyx,15,4,10,0,2022:08:04 23:11:30,,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0177.JPG,PP-4,Reconyx,15,5,10,1,2022:08:04 23:11:49,2022:08:04 23:11:55,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0183.JPG,PP-4,Reconyx,15,6,10,1,2022:08:04 23:12:05,2022:08:04 23:12:11,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0003.JPG,PP-4,Reconyx,20,1,10,0,2022:08:04 23:12:30,,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0003.JPG,PP-4,Reconyx,20,2,10,0,2022:08:04 23:12:45,,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0003.JPG,PP-4,Reconyx,20,3,10,0,2022:08:04 23:13:00,,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0003.JPG,PP-4,Reconyx,20,4,10,0,2022:08:04 23:13:15,,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0003.JPG,PP-4,Reconyx,20,5,10,0,2022:08:04 23:13:30,,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0003.JPG,PP-4,Reconyx,20,6,10,0,2022:08:04 23:13:45,,,
