SourceFile,unique_id.x,brand,Transect distance,run_num,seconds,start_dec,DateTimeOriginal,two,three,four
/Volumes/Untitled/DCIM/100RECNX/RCNX0015.JPG,PP-2,Reconyx,3,1,10,0,2022:08:04 22:33:50,,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0009.JPG,PP-2,Reconyx,3,2,10,1,2022:08:04 22:34:16,2022:08:04 22:34:21,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0015.JPG,PP-2,Reconyx,3,3,9,1,2022:08:04 22:34:35,2022:08:04 22:34:40,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0021.JPG,PP-2,Reconyx,3,4,10,1,2022:08:04 22:34:50,2022:08:04 22:34:55,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0027.JPG,PP-2,Reconyx,3,5,10,1,2022:08:04 22:35:06,2022:08:04 22:35:11,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0039.JPG,PP-2,Reconyx,5,1,10,1,2022:08:04 22:35:40,2022:08:04 22:35:45,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0027.JPG,PP-2,Reconyx,5,2,10,0,2022:08:04 22:35:40,,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0051.JPG,PP-2,Reconyx,5,3,10,1,2022:08:04 22:36:13,2022:08:04 22:36:17,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0072.JPG,PP-2,Reconyx,5,4,10,0,2022:08:04 22:36:20,,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0078.JPG,PP-2,Reconyx,5,5,10,1,2022:08:04 22:36:44,2022:08:04 22:36:50,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0072.JPG,PP-2,Reconyx,5,6,10,1,2022:08:04 22:37:01,2022:08:04 22:37:06,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0078.JPG,PP-2,Reconyx,10,1,10,1,2022:08:04 22:37:20,2022:08:04 22:37:25,2022:08:04 22:37:27,
/Volumes/Untitled/DCIM/100RECNX/RCNX0087.JPG,PP-2,Reconyx,10,2,10,1,2022:08:04 22:37:37,2022:08:04 22:37:40,2022:08:04 22:37:42,
/Volumes/Untitled/DCIM/100RECNX/RCNX0099.JPG,PP-2,Reconyx,10,3,10,1,2022:08:04 22:37:53,2022:08:04 22:37:56,2022:08:04 22:37:58,
/Volumes/Untitled/DCIM/100RECNX/RCNX0108.JPG,PP-2,Reconyx,10,4,10,1,2022:08:04 22:38:08,2022:08:04 22:38:12,2022:08:04 22:38:14,
/Volumes/Untitled/DCIM/100RECNX/RCNX0117.JPG,PP-2,Reconyx,10,5,10,1,2022:08:04 22:38:24,2022:08:04 22:38:28,2022:08:04 22:38:30,
/Volumes/Untitled/DCIM/100RECNX/RCNX0126.JPG,PP-2,Reconyx,10,6,10,1,2022:08:04 22:38:40,2022:08:04 22:38:44,2022:08:04 22:38:46,
/Volumes/Untitled/DCIM/100RECNX/RCNX0135.JPG,PP-2,Reconyx,12,1,9,1,2022:08:04 22:39:00,2022:08:04 22:39:04,2022:08:04 22:39:06,
/Volumes/Untitled/DCIM/100RECNX/RCNX0144.JPG,PP-2,Reconyx,12,2,10,1,2022:08:04 22:39:18,2022:08:04 22:39:22,2022:08:04 22:39:24,
/Volumes/Untitled/DCIM/100RECNX/RCNX0159.JPG,PP-2,Reconyx,12,3,10,1,2022:08:04 22:39:37,2022:08:04 22:39:40,2022:08:04 22:39:42,
/Volumes/Untitled/DCIM/100RECNX/RCNX0168.JPG,PP-2,Reconyx,12,4,10,1,2022:08:04 22:39:53,2022:08:04 22:39:57,2022:08:04 22:39:59,
/Volumes/Untitled/DCIM/100RECNX/RCNX0180.JPG,PP-2,Reconyx,12,5,10,1,2022:08:04 22:40:10,2022:08:04 22:40:15,2022:08:04 22:40:17,
/Volumes/Untitled/DCIM/100RECNX/RCNX0189.JPG,PP-2,Reconyx,12,6,10,1,2022:08:04 22:40:26,2022:08:04 22:40:31,2022:08:04 22:40:33,
/Volumes/Untitled/DCIM/100RECNX/RCNX0198.JPG,PP-2,Reconyx,15,1,10,1,2022:08:04 22:40:45,2022:08:04 22:40:50,2022:08:04 22:40:52,
/Volumes/Untitled/DCIM/100RECNX/RCNX0207.JPG,PP-2,Reconyx,15,2,10,1,2022:08:04 22:41:02,2022:08:04 22:41:06,2022:08:04 22:41:08,
/Volumes/Untitled/DCIM/100RECNX/RCNX0219.JPG,PP-2,Reconyx,15,3,10,1,2022:08:04 22:41:20,2022:08:04 22:41:23,2022:08:04 22:41:25,2022:08:04 22:41:27
/Volumes/Untitled/DCIM/100RECNX/RCNX0231.JPG,PP-2,Reconyx,15,4,10,1,2022:08:04 22:41:34,2022:08:04 22:41:39,2022:08:04 22:41:41,
/Volumes/Untitled/DCIM/100RECNX/RCNX0243.JPG,PP-2,Reconyx,15,5,10,1,2022:08:04 22:41:51,2022:08:04 22:41:55,2022:08:04 22:41:57,
/Volumes/Untitled/DCIM/100RECNX/RCNX0252.JPG,PP-2,Reconyx,15,6,10,1,2022:08:04 22:42:08,2022:08:04 22:42:11,2022:08:04 22:42:13,
/Volumes/Untitled/DCIM/100RECNX/RCNX0264.JPG,PP-2,Reconyx,20,1,10,1,2022:08:04 22:42:31,2022:08:04 22:42:36,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0252.JPG,PP-2,Reconyx,20,2,10,0,2022:08:04 22:42:20,,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0273.JPG,PP-2,Reconyx,20,3,10,1,2022:08:04 22:43:05,2022:08:04 22:43:08,,
