SourceFile,unique_id.x,brand,Transect distance,run_num,seconds,start_dec,DateTimeOriginal,two,three,four
/Volumes/Untitled/DCIM/100RECNX/RCNX0027.JPG,PP-6,Reconyx,3,1,10,0,2022:08:04 22:42:00,,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0027.JPG,PP-6,Reconyx,3,2,10,0,2022:08:04 22:42:15,,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0027.JPG,PP-6,Reconyx,3,3,13,1,2022:08:04 22:43:33,2022:08:04 22:43:40,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0027.JPG,PP-6,Reconyx,3,4,10,0,2022:08:04 22:43:50,,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0027.JPG,PP-6,Reconyx,3,5,10,0,2022:08:04 22:44:05,,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0027.JPG,PP-6,Reconyx,3,6,10,0,2022:08:04 22:44:15,,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0027.JPG,PP-6,Reconyx,5,1,10,1,2022:08:04 22:44:31,2022:08:04 22:44:34,2022:08:04 22:44:36,
/Volumes/Untitled/DCIM/100RECNX/RCNX0042.JPG,PP-6,Reconyx,5,2,10,0,2022:08:04 22:44:45,,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0042.JPG,PP-6,Reconyx,5,3,10,0,2022:08:04 22:45:00,,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0042.JPG,PP-6,Reconyx,5,4,10,0,2022:08:04 22:45:15,,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0042.JPG,PP-6,Reconyx,5,5,10,0,2022:08:04 22:45:31,,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0042.JPG,PP-6,Reconyx,5,6,10,0,2022:08:04 22:45:45,,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0042.JPG,PP-6,Reconyx,10,1,10,0,2022:08:04 22:46:00,,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0042.JPG,PP-6,Reconyx,10,2,10,0,2022:08:04 22:46:15,,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0087.JPG,PP-6,Reconyx,10,3,11,1,2022:08:04 22:47:29,2022:08:04 22:47:34,2022:08:04 22:47:35,
/Volumes/Untitled/DCIM/100RECNX/RCNX0087.JPG,PP-6,Reconyx,10,4,10,0,2022:08:04 22:47:45,,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0087.JPG,PP-6,Reconyx,10,5,10,0,2022:08:04 22:48:00,,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0087.JPG,PP-6,Reconyx,10,6,10,0,2022:08:04 22:48:15,,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0087.JPG,PP-6,Reconyx,12,1,10,0,2022:08:04 22:48:30,,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0087.JPG,PP-6,Reconyx,12,2,10,0,2022:08:04 22:48:45,,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0087.JPG,PP-6,Reconyx,12,3,10,0,2022:08:04 22:49:00,,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0087.JPG,PP-6,Reconyx,12,4,10,0,2022:08:04 22:49:15,,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0087.JPG,PP-6,Reconyx,12,5,10,0,2022:08:04 22:49:30,,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0087.JPG,PP-6,Reconyx,12,6,10,0,2022:08:04 22:49:45,,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0087.JPG,PP-6,Reconyx,15,1,10,0,2022:08:04 22:50:00,,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0087.JPG,PP-6,Reconyx,15,2,10,0,2022:08:04 22:50:15,,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0087.JPG,PP-6,Reconyx,15,3,10,0,2022:08:04 22:50:30,,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0087.JPG,PP-6,Reconyx,15,4,10,0,2022:08:04 22:50:45,,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0087.JPG,PP-6,Reconyx,15,5,10,0,2022:08:04 22:51:00,,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0087.JPG,PP-6,Reconyx,15,6,10,0,2022:08:04 22:51:15,,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0087.JPG,PP-6,Reconyx,20,1,10,0,2022:08:04 22:51:30,,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0087.JPG,PP-6,Reconyx,20,2,10,0,2022:08:04 22:51:45,,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0087.JPG,PP-6,Reconyx,20,3,10,0,2022:08:04 22:52:00,,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0087.JPG,PP-6,Reconyx,20,4,10,0,2022:08:04 22:52:15,,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0087.JPG,PP-6,Reconyx,20,5,10,0,2022:08:04 22:52:30,,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0087.JPG,PP-6,Reconyx,20,6,10,0,2022:08:04 22:52:45,,,
