SourceFile,unique_id.x,brand,Transect distance,run_num,seconds,start_dec,DateTimeOriginal,two,three,four
/Volumes/Untitled/DCIM/100RECNX/RCNX0003.JPG,PP-8,Reconyx,3,1,9,1,2022:08:04 23:20:23,2022:08:04 23:20:27,,
,PP-8,Reconyx,3,2,10,1,2022:08:04 23:20:30,,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0015.JPG,PP-8,Reconyx,3,3,10,1,2022:08:04 23:20:53,2022:08:04 23:20:59,,
,PP-8,Reconyx,3,4,10,0,2022:08:04 23:21:05,,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0024.JPG,PP-8,Reconyx,3,5,10,1,2022:08:04 23:21:25,2022:08:04 23:21:31,,
,PP-8,Reconyx,3,6,10,0,2022:08:04 23:21:39,,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0036.JPG,PP-8,Reconyx,5,1,10,1,2022:08:04 23:21:59,2022:08:04 23:22:05,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0045.JPG,PP-8,Reconyx,5,2,10,1,2022:08:04 23:22:16,2022:08:04 23:22:21,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0054.JPG,PP-8,Reconyx,5,3,10,1,2022:08:04 23:22:31,2022:08:04 23:22:37,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0060.JPG,PP-8,Reconyx,5,4,10,1,2022:08:04 23:22:48,2022:08:04 23:22:54,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0066.JPG,PP-8,Reconyx,5,5,9,1,2022:08:04 23:23:08,2022:08:04 23:23:11,,
/Volumes/Untitled/DCIM/100RECNX/RCNX0072.JPG,PP-8,Reconyx,5,6,10,1,2022:08:04 23:23:22,2022:08:04 23:23:28,,
,PP-8,Reconyx,10,1,10,0,2022:08:04 23:23:45,,,
,PP-8,Reconyx,10,2,10,0,2022:08:04 23:24:00,,,
,PP-8,Reconyx,10,3,10,0,2022:08:04 23:24:15,,,
,PP-8,Reconyx,10,4,10,0,2022:08:04 23:24:30,,,
,PP-8,Reconyx,10,5,10,0,2022:08:04 23:24:45,,,
,PP-8,Reconyx,10,6,10,0,2022:08:04 23:25:00,,,
,PP-8,Reconyx,12,1,10,0,2022:08:04 23:25:15,,,
,PP-8,Reconyx,12,2,10,0,2022:08:04 23:25:30,,,
,PP-8,Reconyx,12,3,10,0,2022:08:04 23:25:45,,,
,PP-8,Reconyx,12,4,10,0,2022:08:04 23:26:00,,,
,PP-8,Reconyx,12,5,10,0,2022:08:04 23:26:15,,,
,PP-8,Reconyx,12,6,10,0,2022:08:04 23:26:30,,,
,PP-8,Reconyx,15,1,10,0,2022:08:04 23:26:45,,,
,PP-8,Reconyx,15,2,10,0,2022:08:04 23:27:00,,,
,PP-8,Reconyx,15,3,10,0,2022:08:04 23:27:15,,,
,PP-8,Reconyx,15,4,10,0,2022:08:04 23:27:30,,,
,PP-8,Reconyx,15,5,10,0,2022:08:04 23:27:45,,,
,PP-8,Reconyx,15,6,10,0,2022:08:04 23:28:00,,,
,PP-8,Reconyx,20,1,10,0,2022:08:04 23:28:15,,,
,PP-8,Reconyx,20,2,10,0,2022:08:04 23:28:30,,,
,PP-8,Reconyx,20,3,10,0,2022:08:04 23:28:46,,,
,PP-8,Reconyx,20,4,10,0,2022:08:04 23:29:00,,,
,PP-8,Reconyx,20,5,10,0,2022:08:04 23:29:15,,,
,PP-8,Reconyx,20,6,10,0,2022:08:04 23:29:30,,,
