unique_id,detection.x,detection_datetime,seconds_in,x_distance.y,duration,velocity,grid_dist,brand
PP-9,0,2022-08-05T01:02:37Z,7,15,11,1.8181818181818181,12.727272727272727,reconyx
PP-9,0,2022-08-05T01:02:38Z,8,15,11,1.8181818181818181,14.545454545454545,reconyx
PP-9,0,2022-08-05T01:02:39Z,9,15,11,1.8181818181818181,16.363636363636363,reconyx
PP-9,0,2022-08-05T01:02:40Z,10,15,11,1.8181818181818181,18.18181818181818,reconyx
PP-9,0,2022-08-05T01:02:41Z,11,15,11,1.8181818181818181,20,reconyx
PP-9,0,2022-08-05T01:03:00Z,0,15,10,2,0,reconyx
PP-9,0,2022-08-05T01:03:01Z,1,15,10,2,2,reconyx
PP-9,0,2022-08-05T01:03:02Z,2,15,10,2,4,reconyx
PP-9,0,2022-08-05T01:03:04Z,4,15,10,2,8,reconyx
PP-9,0,2022-08-05T01:03:06Z,6,15,10,2,12,reconyx
PP-9,0,2022-08-05T01:03:07Z,7,15,10,2,14,reconyx
PP-9,0,2022-08-05T01:03:08Z,8,15,10,2,16,reconyx
PP-9,0,2022-08-05T01:03:09Z,9,15,10,2,18,reconyx
PP-9,0,2022-08-05T01:03:10Z,10,15,10,2,20,reconyx
PP-9,0,2022-08-05T01:03:26Z,0,15,9,2.2222222222222223,0,reconyx
PP-9,0,2022-08-05T01:03:27Z,1,15,9,2.2222222222222223,2.2222222222222223,reconyx
PP-9,0,2022-08-05T01:03:28Z,2,15,9,2.2222222222222223,4.444444444444445,reconyx
PP-9,0,2022-08-05T01:03:29Z,3,15,9,2.2222222222222223,6.666666666666667,reconyx
PP-9,0,2022-08-05T01:03:31Z,5,15,9,2.2222222222222223,11.11111111111111,reconyx
PP-9,0,2022-08-05T01:03:33Z,7,15,9,2.2222222222222223,15.555555555555557,reconyx
PP-9,0,2022-08-05T01:03:34Z,8,15,9,2.2222222222222223,17.77777777777778,reconyx
PP-9,0,2022-08-05T01:03:35Z,9,15,9,2.2222222222222223,20,reconyx
PP-9,0,2022-08-05T01:03:50Z,0,15,10,2,0,reconyx
PP-9,0,2022-08-05T01:03:51Z,1,15,10,2,2,reconyx
PP-9,0,2022-08-05T01:03:52Z,2,15,10,2,4,reconyx
PP-9,0,2022-08-05T01:03:54Z,4,15,10,2,8,reconyx
PP-9,0,2022-08-05T01:03:56Z,6,15,10,2,12,reconyx
PP-9,0,2022-08-05T01:03:57Z,7,15,10,2,14,reconyx
PP-9,0,2022-08-05T01:03:58Z,8,15,10,2,16,reconyx
PP-9,0,2022-08-05T01:03:59Z,9,15,10,2,18,reconyx
PP-9,0,2022-08-05T01:04:00Z,10,15,10,2,20,reconyx
PP-9,0,2022-08-05T01:04:01Z,1,20,10,2,2,reconyx
PP-9,0,2022-08-05T01:04:02Z,2,20,10,2,4,reconyx
PP-9,0,2022-08-05T01:04:03Z,3,20,10,2,6,reconyx
PP-9,0,2022-08-05T01:04:04Z,4,20,10,2,8,reconyx
PP-9,0,2022-08-05T01:04:05Z,5,20,10,2,10,reconyx
PP-9,0,2022-08-05T01:04:06Z,6,20,10,2,12,reconyx
PP-9,0,2022-08-05T01:04:07Z,7,20,10,2,14,reconyx
PP-9,0,2022-08-05T01:04:08Z,8,20,10,2,16,reconyx
PP-9,0,2022-08-05T01:04:09Z,9,20,10,2,18,reconyx
PP-9,0,2022-08-05T01:04:10Z,10,20,10,2,20,reconyx
PP-9,0,2022-08-05T01:04:15Z,0,20,10,2,0,reconyx
PP-9,0,2022-08-05T01:04:16Z,1,20,10,2,2,reconyx
PP-9,0,2022-08-05T01:04:17Z,2,20,10,2,4,reconyx
PP-9,0,2022-08-05T01:04:18Z,3,20,10,2,6,reconyx
PP-9,0,2022-08-05T01:04:19Z,4,20,10,2,8,reconyx
PP-9,0,2022-08-05T01:04:20Z,5,20,10,2,10,reconyx
PP-9,0,2022-08-05T01:04:21Z,6,20,10,2,12,reconyx
PP-9,0,2022-08-05T01:04:22Z,7,20,10,2,14,reconyx
PP-9,0,2022-08-05T01:04:23Z,8,20,10,2,16,reconyx
PP-9,0,2022-08-05T01:04:24Z,9,20,10,2,18,reconyx
PP-9,0,2022-08-05T01:04:25Z,10,20,10,2,20,reconyx
PP-9,0,2022-08-05T01:04:30Z,0,20,10,2,0,reconyx
PP-9,0,2022-08-05T01:04:31Z,1,20,10,2,2,reconyx
PP-9,0,2022-08-05T01:04:32Z,2,20,10,2,4,reconyx
PP-9,0,2022-08-05T01:04:33Z,3,20,10,2,6,reconyx
PP-9,0,2022-08-05T01:04:34Z,4,20,10,2,8,reconyx
PP-9,0,2022-08-05T01:04:35Z,5,20,10,2,10,reconyx
PP-9,0,2022-08-05T01:04:36Z,6,20,10,2,12,reconyx
PP-9,0,2022-08-05T01:04:37Z,7,20,10,2,14,reconyx
PP-9,0,2022-08-05T01:04:38Z,8,20,10,2,16,reconyx
PP-9,0,2022-08-05T01:04:39Z,9,20,10,2,18,reconyx
PP-9,0,2022-08-05T01:04:40Z,10,20,10,2,20,reconyx
PP-9,0,2022-08-05T01:04:45Z,0,20,10,2,0,reconyx
PP-9,0,2022-08-05T01:04:46Z,1,20,10,2,2,reconyx
PP-9,0,2022-08-05T01:04:47Z,2,20,10,2,4,reconyx
PP-9,0,2022-08-05T01:04:48Z,3,20,10,2,6,reconyx
PP-9,0,2022-08-05T01:04:49Z,4,20,10,2,8,reconyx
PP-9,0,2022-08-05T01:04:50Z,5,20,10,2,10,reconyx
PP-9,0,2022-08-05T01:04:51Z,6,20,10,2,12,reconyx
PP-9,0,2022-08-05T01:04:52Z,7,20,10,2,14,reconyx
PP-9,0,2022-08-05T01:04:53Z,8,20,10,2,16,reconyx
PP-9,0,2022-08-05T01:04:54Z,9,20,10,2,18,reconyx
PP-9,0,2022-08-05T01:04:55Z,10,20,10,2,20,reconyx
PP-9,0,2022-08-05T01:05:00Z,0,20,10,2,0,reconyx
PP-9,0,2022-08-05T01:05:01Z,1,20,10,2,2,reconyx
PP-9,0,2022-08-05T01:05:02Z,2,20,10,2,4,reconyx
PP-9,0,2022-08-05T01:05:03Z,3,20,10,2,6,reconyx
PP-9,0,2022-08-05T01:05:04Z,4,20,10,2,8,reconyx
PP-9,0,2022-08-05T01:05:05Z,5,20,10,2,10,reconyx
PP-9,0,2022-08-05T01:05:06Z,6,20,10,2,12,reconyx
PP-9,0,2022-08-05T01:05:07Z,7,20,10,2,14,reconyx
PP-9,0,2022-08-05T01:05:08Z,8,20,10,2,16,reconyx
PP-9,0,2022-08-05T01:05:09Z,9,20,10,2,18,reconyx
PP-9,0,2022-08-05T01:05:10Z,10,20,10,2,20,reconyx
PP-9,0,2022-08-05T01:05:15Z,0,20,10,2,0,reconyx
PP-9,0,2022-08-05T01:05:16Z,1,20,10,2,2,reconyx
PP-9,0,2022-08-05T01:05:17Z,2,20,10,2,4,reconyx
PP-9,0,2022-08-05T01:05:18Z,3,20,10,2,6,reconyx
PP-9,0,2022-08-05T01:05:19Z,4,20,10,2,8,reconyx
PP-9,0,2022-08-05T01:05:20Z,5,20,10,2,10,reconyx
PP-9,0,2022-08-05T01:05:21Z,6,20,10,2,12,reconyx
PP-9,0,2022-08-05T01:05:22Z,7,20,10,2,14,reconyx
PP-9,0,2022-08-05T01:05:23Z,8,20,10,2,16,reconyx
PP-9,0,2022-08-05T01:05:24Z,9,20,10,2,18,reconyx
PP-9,0,2022-08-05T01:05:25Z,10,20,10,2,20,reconyx
