unique_id,detection_datetime,seconds_in,run_dist,x_distance,velocity,grid_dist,detection,brand,cover,canopy,shrub,temp
RM-14-7,2022-03-25T15:59:04Z,4,20,20,2,-3,0,cudde,73.61,93,18,0
RM-14-7,2022-03-25T15:59:05Z,5,20,20,2,-1,0,cudde,73.61,93,18,0
RM-14-7,2022-03-25T15:59:06Z,6,20,20,2,1,0,cudde,73.61,93,18,0
RM-14-7,2022-03-25T15:59:07Z,7,20,20,2,3,0,cudde,73.61,93,18,0
RM-14-7,2022-03-25T15:59:08Z,8,20,20,2,5,0,cudde,73.61,93,18,0
RM-14-7,2022-03-25T15:59:09Z,9,20,20,2,6,0,cudde,73.61,93,18,0
RM-14-7,2022-03-25T15:59:10Z,10,20,20,2,8,0,cudde,73.61,93,18,0
RM-14-7,2022-03-25T15:59:11Z,11,20,20,2,10,0,cudde,73.61,93,18,0
RM-14-7,2022-03-25T16:00:00Z,0,20,20,2,-10,0,cudde,73.61,93,18,0
RM-14-7,2022-03-25T16:00:01Z,1,20,20,2,-8,0,cudde,73.61,93,18,0
RM-14-7,2022-03-25T16:00:02Z,2,20,20,2,-7,0,cudde,73.61,93,18,0
RM-14-7,2022-03-25T16:00:03Z,3,20,20,2,-5,0,cudde,73.61,93,18,0
RM-14-7,2022-03-25T16:00:04Z,4,20,20,2,-3,0,cudde,73.61,93,18,0
RM-14-7,2022-03-25T16:00:05Z,5,20,20,2,-2,0,cudde,73.61,93,18,0
RM-14-7,2022-03-25T16:00:06Z,6,20,20,2,0,0,cudde,73.61,93,18,0
RM-14-7,2022-03-25T16:00:07Z,7,20,20,2,2,0,cudde,73.61,93,18,0
RM-14-7,2022-03-25T16:00:08Z,8,20,20,2,3,0,cudde,73.61,93,18,0
RM-14-7,2022-03-25T16:00:09Z,9,20,20,2,5,0,cudde,73.61,93,18,0
RM-14-7,2022-03-25T16:00:10Z,10,20,20,2,7,0,cudde,73.61,93,18,0
RM-14-7,2022-03-25T16:00:11Z,11,20,20,2,8,0,cudde,73.61,93,18,0
RM-14-7,2022-03-25T16:00:12Z,12,20,20,2,10,0,cudde,73.61,93,18,0
RM-14-7,2022-03-25T16:01:00Z,0,20,20,2,-10,0,cudde,73.61,93,18,0
RM-14-7,2022-03-25T16:01:01Z,1,20,20,2,-8,0,cudde,73.61,93,18,0
RM-14-7,2022-03-25T16:01:02Z,2,20,20,2,-6,0,cudde,73.61,93,18,0
RM-14-7,2022-03-25T16:01:03Z,3,20,20,2,-5,0,cudde,73.61,93,18,0
RM-14-7,2022-03-25T16:01:04Z,4,20,20,2,-3,0,cudde,73.61,93,18,0
RM-14-7,2022-03-25T16:01:05Z,5,20,20,2,-1,0,cudde,73.61,93,18,0
RM-14-7,2022-03-25T16:01:06Z,6,20,20,2,1,0,cudde,73.61,93,18,0
RM-14-7,2022-03-25T16:01:07Z,7,20,20,2,3,0,cudde,73.61,93,18,0
RM-14-7,2022-03-25T16:01:08Z,8,20,20,2,5,0,cudde,73.61,93,18,0
RM-14-7,2022-03-25T16:01:09Z,9,20,20,2,6,0,cudde,73.61,93,18,0
RM-14-7,2022-03-25T16:01:10Z,10,20,20,2,8,0,cudde,73.61,93,18,0
RM-14-7,2022-03-25T16:01:11Z,11,20,20,2,10,0,cudde,73.61,93,18,0
RM-14-8,2022-03-25T17:13:00Z,0,20,3,2,-10,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:13:01Z,1,20,3,2,-8,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:13:02Z,2,20,3,2,-6,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:13:03Z,3,20,3,2,-4,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:13:04Z,4,20,3,2,-2,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:13:05Z,5,20,3,2,0,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:13:07Z,7,20,3,2,4,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:13:08Z,8,20,3,2,6,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:13:09Z,9,20,3,2,8,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:13:10Z,10,20,3,2,10,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:14:00Z,0,20,3,2,-10,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:14:01Z,1,20,3,2,-8,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:14:02Z,2,20,3,2,-6,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:14:03Z,3,20,3,2,-5,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:14:04Z,4,20,3,2,-3,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:14:05Z,5,20,3,2,-1,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:14:07Z,7,20,3,2,3,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:14:08Z,8,20,3,2,5,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:14:09Z,9,20,3,2,6,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:14:10Z,10,20,3,2,8,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:14:11Z,11,20,3,2,10,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:15:00Z,0,20,3,2,-10,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:15:01Z,1,20,3,2,-8,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:15:02Z,2,20,3,2,-6,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:15:03Z,3,20,3,2,-4,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:15:04Z,4,20,3,2,-2,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:15:05Z,5,20,3,2,0,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:15:06Z,6,20,3,2,2,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:15:08Z,8,20,3,2,6,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:15:09Z,9,20,3,2,8,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:15:10Z,10,20,3,2,10,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:16:00Z,0,20,3,2,-10,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:16:01Z,1,20,3,2,-8,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:16:02Z,2,20,3,2,-6,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:16:03Z,3,20,3,2,-4,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:16:04Z,4,20,3,2,-2,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:16:05Z,5,20,3,2,0,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:16:06Z,6,20,3,2,2,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:16:07Z,7,20,3,2,4,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:16:08Z,8,20,3,2,6,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:16:09Z,9,20,3,2,8,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:16:10Z,10,20,3,2,10,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:17:00Z,0,20,3,2,-10,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:17:01Z,1,20,3,2,-8,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:17:02Z,2,20,3,2,-6,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:17:03Z,3,20,3,2,-4,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:17:04Z,4,20,3,2,-2,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:17:05Z,5,20,3,2,0,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:17:07Z,7,20,3,2,4,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:17:08Z,8,20,3,2,6,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:17:09Z,9,20,3,2,8,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:17:10Z,10,20,3,2,10,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:18:00Z,0,20,3,2,-10,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:18:01Z,1,20,3,2,-8,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:18:02Z,2,20,3,2,-6,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:18:03Z,3,20,3,2,-4,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:18:04Z,4,20,3,2,-2,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:18:05Z,5,20,3,2,0,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:18:06Z,6,20,3,2,2,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:18:08Z,8,20,3,2,6,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:18:09Z,9,20,3,2,8,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:18:10Z,10,20,3,2,10,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:19:00Z,0,20,5,2,-10,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:19:01Z,1,20,5,2,-8,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:19:02Z,2,20,5,2,-6,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:19:03Z,3,20,5,2,-5,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:19:04Z,4,20,5,2,-3,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:19:05Z,5,20,5,2,-1,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:19:07Z,7,20,5,2,3,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:19:08Z,8,20,5,2,5,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:19:09Z,9,20,5,2,6,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:19:10Z,10,20,5,2,8,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:19:11Z,11,20,5,2,10,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:21:00Z,0,20,5,2,-10,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:21:01Z,1,20,5,2,-8,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:21:02Z,2,20,5,2,-7,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:21:03Z,3,20,5,2,-5,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:21:05Z,5,20,5,2,-2,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:21:06Z,6,20,5,2,0,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:21:08Z,8,20,5,2,3,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:21:09Z,9,20,5,2,5,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:21:10Z,10,20,5,2,7,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:21:11Z,11,20,5,2,8,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:21:12Z,12,20,5,2,10,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:22:00Z,0,20,5,1,-10,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:22:01Z,1,20,5,1,-9,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:22:02Z,2,20,5,1,-7,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:22:03Z,3,20,5,1,-6,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:22:04Z,4,20,5,1,-4,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:22:05Z,5,20,5,1,-3,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:22:06Z,6,20,5,1,-1,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:22:07Z,7,20,5,1,0,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:22:08Z,8,20,5,1,1,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:22:09Z,9,20,5,1,3,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:22:11Z,11,20,5,1,6,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:22:12Z,12,20,5,1,7,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:22:13Z,13,20,5,1,9,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:22:14Z,14,20,5,1,10,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:23:00Z,0,20,5,2,-10,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:23:01Z,1,20,5,2,-8,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:23:02Z,2,20,5,2,-6,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:23:03Z,3,20,5,2,-5,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:23:04Z,4,20,5,2,-3,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:23:05Z,5,20,5,2,-1,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:23:06Z,6,20,5,2,1,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:23:08Z,8,20,5,2,5,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:23:09Z,9,20,5,2,6,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:23:10Z,10,20,5,2,8,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:23:11Z,11,20,5,2,10,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:24:00Z,0,20,5,2,-10,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:24:01Z,1,20,5,2,-8,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:24:02Z,2,20,5,2,-7,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:24:03Z,3,20,5,2,-5,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:24:04Z,4,20,5,2,-4,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:24:05Z,5,20,5,2,-2,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:24:06Z,6,20,5,2,-1,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:24:07Z,7,20,5,2,1,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:24:09Z,9,20,5,2,4,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:24:10Z,10,20,5,2,5,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:24:11Z,11,20,5,2,7,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:24:12Z,12,20,5,2,8,0,cudde,95.83,81.25,27.5,0
RM-14-8,2022-03-25T17:24:13Z,13,20,5,2,10,0,cudde,95.83,81.25,27.5,0
RM-19-9,2022-03-28T12:54:13Z,0,20,3,1,-10,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:54:14Z,1,20,3,1,-9,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:54:15Z,2,20,3,1,-7,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:54:16Z,3,20,3,1,-6,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:54:17Z,4,20,3,1,-5,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:54:18Z,5,20,3,1,-3,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:54:20Z,7,20,3,1,-1,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:54:21Z,8,20,3,1,1,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:54:22Z,9,20,3,1,2,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:54:23Z,10,20,3,1,3,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:54:24Z,11,20,3,1,5,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:54:25Z,12,20,3,1,6,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:54:26Z,13,20,3,1,7,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:54:27Z,14,20,3,1,9,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:54:28Z,15,20,3,1,10,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:54:33Z,0,20,3,2,-10,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:54:34Z,1,20,3,2,-8,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:54:35Z,2,20,3,2,-6,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:54:36Z,3,20,3,2,-3,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:54:37Z,4,20,3,2,-1,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:54:38Z,5,20,3,2,1,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:54:39Z,6,20,3,2,3,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:54:40Z,7,20,3,2,6,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:54:41Z,8,20,3,2,8,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:54:42Z,9,20,3,2,10,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:54:57Z,0,20,3,2,-10,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:54:58Z,1,20,3,2,-8,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:54:59Z,2,20,3,2,-6,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:55:00Z,3,20,3,2,-4,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:55:01Z,4,20,3,2,-2,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:55:02Z,5,20,3,2,0,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:55:04Z,7,20,3,2,4,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:55:05Z,8,20,3,2,6,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:55:06Z,9,20,3,2,8,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:55:07Z,10,20,3,2,10,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:55:21Z,0,20,3,2,-10,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:55:22Z,1,20,3,2,-8,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:55:23Z,2,20,3,2,-6,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:55:24Z,3,20,3,2,-5,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:55:25Z,4,20,3,2,-3,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:55:26Z,5,20,3,2,-1,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:55:27Z,6,20,3,2,1,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:55:28Z,7,20,3,2,3,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:55:29Z,8,20,3,2,5,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:55:30Z,9,20,3,2,6,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:55:31Z,10,20,3,2,8,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:55:32Z,11,20,3,2,10,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:55:45Z,0,20,3,2,-10,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:55:46Z,1,20,3,2,-8,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:55:47Z,2,20,3,2,-7,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:55:48Z,3,20,3,2,-5,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:55:50Z,5,20,3,2,-2,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:55:51Z,6,20,3,2,-1,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:55:52Z,7,20,3,2,1,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:55:53Z,8,20,3,2,2,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:55:54Z,9,20,3,2,4,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:55:55Z,10,20,3,2,5,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:55:56Z,11,20,3,2,7,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:55:57Z,12,20,3,2,8,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:55:58Z,13,20,3,2,10,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:56:02Z,0,20,3,2,-10,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:56:03Z,1,20,3,2,-8,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:56:04Z,2,20,3,2,-6,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:56:05Z,3,20,3,2,-3,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:56:07Z,5,20,3,2,1,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:56:08Z,6,20,3,2,3,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:56:09Z,7,20,3,2,6,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:56:10Z,8,20,3,2,8,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:56:11Z,9,20,3,2,10,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:56:18Z,0,20,5,2,-10,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:56:19Z,1,20,5,2,-8,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:56:20Z,2,20,5,2,-6,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:56:21Z,3,20,5,2,-4,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:56:23Z,5,20,5,2,0,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:56:24Z,6,20,5,2,2,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:56:25Z,7,20,5,2,4,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:56:26Z,8,20,5,2,6,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:56:27Z,9,20,5,2,8,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:56:28Z,10,20,5,2,10,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:56:38Z,0,20,5,2,-10,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:56:39Z,1,20,5,2,-8,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:56:40Z,2,20,5,2,-6,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:56:42Z,4,20,5,2,-1,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:56:43Z,5,20,5,2,1,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:56:44Z,6,20,5,2,3,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:56:45Z,7,20,5,2,6,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:56:46Z,8,20,5,2,8,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:56:47Z,9,20,5,2,10,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:56:53Z,0,20,5,2,-10,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:56:54Z,1,20,5,2,-8,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:56:55Z,2,20,5,2,-6,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:56:56Z,3,20,5,2,-5,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:56:58Z,5,20,5,2,-1,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:56:59Z,6,20,5,2,1,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:57:00Z,7,20,5,2,3,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:57:01Z,8,20,5,2,5,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:57:02Z,9,20,5,2,6,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:57:03Z,10,20,5,2,8,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:57:04Z,11,20,5,2,10,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:57:12Z,0,20,5,2,-10,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:57:13Z,1,20,5,2,-8,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:57:14Z,2,20,5,2,-6,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:57:15Z,3,20,5,2,-4,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:57:17Z,5,20,5,2,0,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:57:18Z,6,20,5,2,2,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:57:19Z,7,20,5,2,4,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:57:20Z,8,20,5,2,6,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:57:21Z,9,20,5,2,8,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:57:22Z,10,20,5,2,10,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:57:47Z,0,20,10,2,-10,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:57:48Z,1,20,10,2,-8,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:57:49Z,2,20,10,2,-6,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:57:50Z,3,20,10,2,-5,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:57:51Z,4,20,10,2,-3,0,reconyx,68.06,49.25,83,4
RM-19-9,2022-03-28T12:57:52Z,5,20,10,2,-1,0,reconyx,68.06,49.25,83,4
