Unique.ID,Transect distance,Run distance,direction,DateTimeStart,Duration,Decection,s1,s2,s3,s4,velocity,distance1,distance2,distance3,distance4,name,value
RM-30-9,15,20,2,2022-10-26T12:56:24Z,11,1,8,NA,NA,NA,1.8181818181818181,5.454545454545455,NA,NA,NA,D1,2022-10-26T12:56:32Z
RM-30-8,3,10,1,2022-10-26T14:35:07Z,6,1,2,NA,NA,NA,1.6666666666666667,3.3333333333333335,NA,NA,NA,D1,2022-10-26T14:35:09Z
RM-30-8,3,10,2,2022-10-26T14:35:09Z,6,1,2,NA,NA,NA,1.6666666666666667,16.666666666666668,NA,NA,NA,D1,2022-10-26T14:35:11Z
RM-30-8,3,10,1,2022-10-26T14:35:30Z,6,1,6,NA,NA,NA,1.6666666666666667,10,NA,NA,NA,D1,2022-10-26T14:35:36Z
RM-30-8,3,10,2,2022-10-26T14:35:36Z,6,1,3,NA,NA,NA,1.6666666666666667,15,NA,NA,NA,D1,2022-10-26T14:35:39Z
RM-30-8,3,10,1,2022-10-26T14:35:57Z,6,1,4,NA,NA,NA,1.6666666666666667,6.666666666666667,NA,NA,NA,D1,2022-10-26T14:36:01Z
RM-30-8,5,10,1,2022-10-26T12:37:56Z,5,1,5,NA,NA,NA,2,10,NA,NA,NA,D1,2022-10-26T12:38:01Z
RM-30-8,5,10,2,2022-10-26T12:38:02Z,5,1,1,NA,NA,NA,2,18,NA,NA,NA,D1,2022-10-26T12:38:03Z
RM-30-8,5,10,2,2022-10-26T14:38:22Z,5,1,1,NA,NA,NA,2,18,NA,NA,NA,D1,2022-10-26T14:38:23Z
RM-30-8,5,10,1,2022-10-26T14:38:39Z,5,1,4,NA,NA,NA,2,8,NA,NA,NA,D1,2022-10-26T14:38:43Z
RM-30-8,5,10,2,2022-10-26T14:38:44Z,5,1,2,NA,NA,NA,2,16,NA,NA,NA,D1,2022-10-26T14:38:46Z
RM-30-8,10,20,1,2022-10-26T14:40:14Z,9,1,6,NA,NA,NA,2.2222222222222223,13.333333333333334,NA,NA,NA,D1,2022-10-26T14:40:20Z
RM-30-8,10,20,2,2022-10-26T14:40:35Z,9,1,7,NA,NA,NA,2.2222222222222223,4.444444444444443,NA,NA,NA,D1,2022-10-26T14:40:42Z
RM-30-8,10,20,1,2022-10-26T14:40:55Z,9,1,6,NA,NA,NA,2.2222222222222223,13.333333333333334,NA,NA,NA,D1,2022-10-26T14:41:01Z
RM-30-8,10,20,2,2022-10-26T14:41:55Z,9,1,4,NA,NA,NA,2.2222222222222223,11.11111111111111,NA,NA,NA,D1,2022-10-26T14:41:59Z
RM-30-8,10,20,1,2022-10-26T14:42:25Z,9,1,2,4,NA,NA,2.2222222222222223,4.444444444444445,8.88888888888889,NA,NA,D1,2022-10-26T14:42:27Z
RM-30-8,10,20,1,2022-10-26T14:42:25Z,9,1,2,4,NA,NA,2.2222222222222223,4.444444444444445,8.88888888888889,NA,NA,D2,2022-10-26T14:42:29Z
RM-30-8,10,20,2,2022-10-26T14:42:45Z,9,1,4,NA,NA,NA,2.2222222222222223,11.11111111111111,NA,NA,NA,D1,2022-10-26T14:42:49Z
RM-30-8,12,20,1,2022-10-26T14:43:04Z,10,1,4,6,NA,NA,2,8,12,NA,NA,D1,2022-10-26T14:43:08Z
RM-30-8,12,20,1,2022-10-26T14:43:04Z,10,1,4,6,NA,NA,2,8,12,NA,NA,D2,2022-10-26T14:43:10Z
RM-30-8,12,20,2,2022-10-26T14:43:27Z,10,1,4,NA,NA,NA,2,12,NA,NA,NA,D1,2022-10-26T14:43:31Z
RM-30-8,12,20,1,2022-10-26T14:43:46Z,10,1,1,6,NA,NA,2,2,12,NA,NA,D1,2022-10-26T14:43:47Z
RM-30-8,12,20,1,2022-10-26T14:43:46Z,10,1,1,6,NA,NA,2,2,12,NA,NA,D2,2022-10-26T14:43:52Z
RM-30-8,12,20,2,2022-10-26T14:44:06Z,10,1,5,9,NA,NA,2,10,2,NA,NA,D1,2022-10-26T14:44:11Z
RM-30-8,12,20,2,2022-10-26T14:44:06Z,10,1,5,9,NA,NA,2,10,2,NA,NA,D2,2022-10-26T14:44:15Z
RM-30-8,12,20,1,2022-10-26T14:44:29Z,10,1,6,8,NA,NA,2,12,16,NA,NA,D1,2022-10-26T14:44:35Z
RM-30-8,12,20,1,2022-10-26T14:44:29Z,10,1,6,8,NA,NA,2,12,16,NA,NA,D2,2022-10-26T14:44:37Z
RM-30-8,12,20,2,2022-10-26T14:44:52Z,10,1,6,8,NA,NA,2,8,4,NA,NA,D1,2022-10-26T14:44:58Z
RM-30-8,12,20,2,2022-10-26T14:44:52Z,10,1,6,8,NA,NA,2,8,4,NA,NA,D2,2022-10-26T14:45:00Z
RM-30-8,15,20,1,2022-10-26T14:45:12Z,10,1,3,6,NA,NA,2,6,12,NA,NA,D1,2022-10-26T14:45:15Z
RM-30-8,15,20,1,2022-10-26T14:45:12Z,10,1,3,6,NA,NA,2,6,12,NA,NA,D2,2022-10-26T14:45:18Z
RM-30-8,15,20,2,2022-10-26T14:45:33Z,10,1,5,8,NA,NA,2,10,4,NA,NA,D1,2022-10-26T14:45:38Z
RM-30-8,15,20,2,2022-10-26T14:45:33Z,10,1,5,8,NA,NA,2,10,4,NA,NA,D2,2022-10-26T14:45:41Z
