"","unique_id","detection.x","detection_datetime","seconds_in","x_distance","duration","velocity","grid_dist","tod","sensitivity","num_photos","seconds_since"
"3367","S11132988","0","2022-02-23T16:23:42Z",9,30,10,2,8,"1","3","2","1"
"3368","S11132988","0","2022-02-23T16:23:43Z",10,30,10,2,10,"1","3","2","1"
"3369","S11132988","0","2022-02-23T16:23:53Z",0,30,10,2,-10,"1","3","2","0"
"3370","S11132988","0","2022-02-23T16:23:54Z",1,30,10,2,-8,"1","3","2","0"
"3371","S11132988","0","2022-02-23T16:23:55Z",2,30,10,2,-6,"1","3","2","0"
"3372","S11132988","1","2022-02-23T16:23:56Z",3,30,10,2,-4,"1","3","2","0"
"3373","S11132988","0","2022-02-23T16:23:57Z",4,30,10,2,-2,"1","3","2","1"
"3374","S11132988","0","2022-02-23T16:23:58Z",5,30,10,2,0,"1","3","2","1"
"3375","S11132988","0","2022-02-23T16:23:59Z",6,30,10,2,2,"1","3","2","0"
"3376","S11132988","0","2022-02-23T16:24:00Z",7,30,10,2,4,"1","3","2","0"
"3377","S11132988","0","2022-02-23T16:24:01Z",8,30,10,2,6,"1","3","2","0"
"3378","S11132988","0","2022-02-23T16:24:02Z",9,30,10,2,8,"1","3","2","0"
"3379","S11132988","0","2022-02-23T16:24:03Z",10,30,10,2,10,"1","3","2","0"
"3380","S11132988","0","2022-02-23T16:24:16Z",0,30,10,2,-10,"1","3","2","0"
"3381","S11132988","0","2022-02-23T16:24:17Z",1,30,10,2,-8,"1","3","2","0"
"3382","S11132988","0","2022-02-23T16:24:18Z",2,30,10,2,-6,"1","3","2","0"
"3383","S11132988","0","2022-02-23T16:24:19Z",3,30,10,2,-4,"1","3","2","0"
"3384","S11132988","0","2022-02-23T16:24:20Z",4,30,10,2,-2,"1","3","2","0"
"3385","S11132988","0","2022-02-23T16:24:21Z",5,30,10,2,0,"1","3","2","0"
"3386","S11132988","0","2022-02-23T16:24:22Z",6,30,10,2,2,"1","3","2","0"
"3387","S11132988","1","2022-02-23T16:24:23Z",7,30,10,2,4,"1","3","2","0"
"3388","S11132988","0","2022-02-23T16:24:24Z",8,30,10,2,6,"1","3","2","1"
"3389","S11132988","0","2022-02-23T16:24:25Z",9,30,10,2,8,"1","3","2","1"
"3390","S11132988","0","2022-02-23T16:24:26Z",10,30,10,2,10,"1","3","2","0"
"3391","S11132988","0","2022-02-23T16:24:36Z",0,30,10,2,-10,"1","3","2","0"
"3392","S11132988","1","2022-02-23T16:24:37Z",1,30,10,2,-8,"1","3","2","0"
"3393","S11132988","0","2022-02-23T16:24:38Z",2,30,10,2,-6,"1","3","2","1"
"3394","S11132988","1","2022-02-23T16:24:39Z",3,30,10,2,-4,"1","3","2","1"
"3395","S11132988","0","2022-02-23T16:24:40Z",4,30,10,2,-2,"1","3","2","1"
"3396","S11132988","0","2022-02-23T16:24:41Z",5,30,10,2,0,"1","3","2","1"
"3397","S11132988","0","2022-02-23T16:24:42Z",6,30,10,2,2,"1","3","2","0"
"3398","S11132988","0","2022-02-23T16:24:43Z",7,30,10,2,4,"1","3","2","0"
"3399","S11132988","0","2022-02-23T16:24:44Z",8,30,10,2,6,"1","3","2","0"
"3400","S11132988","0","2022-02-23T16:24:45Z",9,30,10,2,8,"1","3","2","0"
"3401","S11132988","0","2022-02-23T16:24:46Z",10,30,10,2,10,"1","3","2","0"
"3402","S11132988","0","2022-02-23T16:25:03Z",0,40,10,2,-10,"1","3","2","0"
"3403","S11132988","0","2022-02-23T16:25:04Z",1,40,10,2,-8,"1","3","2","0"
"3404","S11132988","0","2022-02-23T16:25:05Z",2,40,10,2,-6,"1","3","2","0"
"3405","S11132988","0","2022-02-23T16:25:06Z",3,40,10,2,-4,"1","3","2","0"
"3406","S11132988","0","2022-02-23T16:25:07Z",4,40,10,2,-2,"1","3","2","0"
"3407","S11132988","0","2022-02-23T16:25:08Z",5,40,10,2,0,"1","3","2","0"
"3408","S11132988","0","2022-02-23T16:25:09Z",6,40,10,2,2,"1","3","2","0"
"3409","S11132988","0","2022-02-23T16:25:10Z",7,40,10,2,4,"1","3","2","0"
"3410","S11132988","0","2022-02-23T16:25:11Z",8,40,10,2,6,"1","3","2","0"
"3411","S11132988","0","2022-02-23T16:25:12Z",9,40,10,2,8,"1","3","2","0"
"3412","S11132988","0","2022-02-23T16:25:13Z",10,40,10,2,10,"1","3","2","0"
"3413","S11132988","0","2022-02-23T16:25:18Z",0,40,10,2,-10,"1","3","2","0"
"3414","S11132988","0","2022-02-23T16:25:19Z",1,40,10,2,-8,"1","3","2","0"
"3415","S11132988","0","2022-02-23T16:25:20Z",2,40,10,2,-6,"1","3","2","0"
"3416","S11132988","0","2022-02-23T16:25:21Z",3,40,10,2,-4,"1","3","2","0"
"3417","S11132988","0","2022-02-23T16:25:22Z",4,40,10,2,-2,"1","3","2","0"
"3418","S11132988","0","2022-02-23T16:25:23Z",5,40,10,2,0,"1","3","2","0"
"3419","S11132988","0","2022-02-23T16:25:24Z",6,40,10,2,2,"1","3","2","0"
"3420","S11132988","0","2022-02-23T16:25:25Z",7,40,10,2,4,"1","3","2","0"
"3421","S11132988","0","2022-02-23T16:25:26Z",8,40,10,2,6,"1","3","2","0"
"3422","S11132988","0","2022-02-23T16:25:27Z",9,40,10,2,8,"1","3","2","0"
"3423","S11132988","0","2022-02-23T16:25:28Z",10,40,10,2,10,"1","3","2","0"
"3424","S11132988","0","2022-02-23T16:25:33Z",0,40,10,2,-10,"1","3","2","0"
"3425","S11132988","0","2022-02-23T16:25:34Z",1,40,10,2,-8,"1","3","2","0"
"3426","S11132988","0","2022-02-23T16:25:35Z",2,40,10,2,-6,"1","3","2","0"
"3427","S11132988","0","2022-02-23T16:25:36Z",3,40,10,2,-4,"1","3","2","0"
"3428","S11132988","0","2022-02-23T16:25:37Z",4,40,10,2,-2,"1","3","2","0"
"3429","S11132988","0","2022-02-23T16:25:38Z",5,40,10,2,0,"1","3","2","0"
"3430","S11132988","0","2022-02-23T16:25:39Z",6,40,10,2,2,"1","3","2","0"
"3431","S11132988","0","2022-02-23T16:25:40Z",7,40,10,2,4,"1","3","2","0"
"3432","S11132988","0","2022-02-23T16:25:41Z",8,40,10,2,6,"1","3","2","0"
"3433","S11132988","0","2022-02-23T16:25:42Z",9,40,10,2,8,"1","3","2","0"
"3434","S11132988","0","2022-02-23T16:25:43Z",10,40,10,2,10,"1","3","2","0"
"3435","S11132988","0","2022-02-23T16:25:48Z",0,40,10,2,-10,"1","3","2","0"
"3436","S11132988","0","2022-02-23T16:25:49Z",1,40,10,2,-8,"1","3","2","0"
"3437","S11132988","0","2022-02-23T16:25:50Z",2,40,10,2,-6,"1","3","2","0"
"3438","S11132988","0","2022-02-23T16:25:51Z",3,40,10,2,-4,"1","3","2","0"
"3439","S11132988","0","2022-02-23T16:25:52Z",4,40,10,2,-2,"1","3","2","0"
"3440","S11132988","0","2022-02-23T16:25:53Z",5,40,10,2,0,"1","3","2","0"
"3441","S11132988","0","2022-02-23T16:25:54Z",6,40,10,2,2,"1","3","2","0"
"3442","S11132988","0","2022-02-23T16:25:55Z",7,40,10,2,4,"1","3","2","0"
"3443","S11132988","0","2022-02-23T16:25:56Z",8,40,10,2,6,"1","3","2","0"
"3444","S11132988","0","2022-02-23T16:25:57Z",9,40,10,2,8,"1","3","2","0"
"3445","S11132988","0","2022-02-23T16:25:58Z",10,40,10,2,10,"1","3","2","0"
"3446","S11132988","0","2022-02-23T16:26:03Z",0,40,10,2,-10,"1","3","2","0"
"3447","S11132988","0","2022-02-23T16:26:04Z",1,40,10,2,-8,"1","3","2","0"
"3448","S11132988","0","2022-02-23T16:26:05Z",2,40,10,2,-6,"1","3","2","0"
"3449","S11132988","0","2022-02-23T16:26:06Z",3,40,10,2,-4,"1","3","2","0"
"3450","S11132988","0","2022-02-23T16:26:07Z",4,40,10,2,-2,"1","3","2","0"
"3451","S11132988","0","2022-02-23T16:26:08Z",5,40,10,2,0,"1","3","2","0"
"3452","S11132988","0","2022-02-23T16:26:09Z",6,40,10,2,2,"1","3","2","0"
"3453","S11132988","0","2022-02-23T16:26:10Z",7,40,10,2,4,"1","3","2","0"
"3454","S11132988","0","2022-02-23T16:26:11Z",8,40,10,2,6,"1","3","2","0"
"3455","S11132988","0","2022-02-23T16:26:12Z",9,40,10,2,8,"1","3","2","0"
"3456","S11132988","0","2022-02-23T16:26:13Z",10,40,10,2,10,"1","3","2","0"
"3457","S11132988","0","2022-02-23T16:26:18Z",0,40,9,2,-10,"1","3","2","0"
"3458","S11132988","0","2022-02-23T16:26:19Z",1,40,9,2,-8,"1","3","2","0"
"3459","S11132988","0","2022-02-23T16:26:20Z",2,40,9,2,-6,"1","3","2","0"
"3460","S11132988","0","2022-02-23T16:26:21Z",3,40,9,2,-3,"1","3","2","0"
"3461","S11132988","0","2022-02-23T16:26:22Z",4,40,9,2,-1,"1","3","2","0"
"3462","S11132988","0","2022-02-23T16:26:23Z",5,40,9,2,1,"1","3","2","0"
"3463","S11132988","0","2022-02-23T16:26:24Z",6,40,9,2,3,"1","3","2","0"
"3464","S11132988","0","2022-02-23T16:26:25Z",7,40,9,2,6,"1","3","2","0"
"3465","S11132988","0","2022-02-23T16:26:26Z",8,40,9,2,8,"1","3","2","0"
"3466","S11132988","0","2022-02-23T16:26:27Z",9,40,9,2,10,"1","3","2","0"
"3467","S11132988","0","2022-02-23T18:07:09Z",0,3,8,2,-10,"1","3","2","0"
"3468","S11132988","0","2022-02-23T18:07:10Z",1,3,8,2,-8,"1","3","2","0"
"3469","S11132988","0","2022-02-23T18:07:11Z",2,3,8,2,-5,"1","3","2","0"
"3470","S11132988","0","2022-02-23T18:07:12Z",3,3,8,2,-2,"1","3","2","0"
"3471","S11132988","1","2022-02-23T18:07:13Z",4,3,8,2,0,"1","3","2","0"
"3472","S11132988","0","2022-02-23T18:07:14Z",5,3,8,2,2,"1","3","2","1"
"3473","S11132988","0","2022-02-23T18:07:15Z",6,3,8,2,5,"1","3","2","1"
"3474","S11132988","0","2022-02-23T18:07:16Z",7,3,8,2,8,"1","3","2","0"
"3475","S11132988","0","2022-02-23T18:07:17Z",8,3,8,2,10,"1","3","2","0"
"3476","S11132988","0","2022-02-23T18:07:25Z",0,3,10,2,-10,"1","3","2","0"
"3477","S11132988","0","2022-02-23T18:07:26Z",1,3,10,2,-8,"1","3","2","0"
"3478","S11132988","0","2022-02-23T18:07:27Z",2,3,10,2,-6,"1","3","2","0"
"3479","S11132988","0","2022-02-23T18:07:28Z",3,3,10,2,-4,"1","3","2","0"
"3480","S11132988","0","2022-02-23T18:07:29Z",4,3,10,2,-2,"1","3","2","0"
"3481","S11132988","1","2022-02-23T18:07:30Z",5,3,10,2,0,"1","3","2","0"
"3482","S11132988","0","2022-02-23T18:07:31Z",6,3,10,2,2,"1","3","2","1"
"3483","S11132988","0","2022-02-23T18:07:32Z",7,3,10,2,4,"1","3","2","1"
"3484","S11132988","0","2022-02-23T18:07:33Z",8,3,10,2,6,"1","3","2","0"
"3485","S11132988","0","2022-02-23T18:07:34Z",9,3,10,2,8,"1","3","2","0"
"3486","S11132988","0","2022-02-23T18:07:35Z",10,3,10,2,10,"1","3","2","0"
"3487","S11132988","0","2022-02-23T18:07:45Z",0,3,10,2,-10,"1","3","2","0"
"3488","S11132988","0","2022-02-23T18:07:46Z",1,3,10,2,-8,"1","3","2","0"
"3489","S11132988","0","2022-02-23T18:07:47Z",2,3,10,2,-6,"1","3","2","0"
"3490","S11132988","0","2022-02-23T18:07:48Z",3,3,10,2,-4,"1","3","2","0"
"3491","S11132988","0","2022-02-23T18:07:49Z",4,3,10,2,-2,"1","3","2","0"
"3492","S11132988","1","2022-02-23T18:07:50Z",5,3,10,2,0,"1","3","2","0"
"3493","S11132988","0","2022-02-23T18:07:51Z",6,3,10,2,2,"1","3","2","1"
"3494","S11132988","0","2022-02-23T18:07:52Z",7,3,10,2,4,"1","3","2","1"
"3495","S11132988","0","2022-02-23T18:07:53Z",8,3,10,2,6,"1","3","2","0"
"3496","S11132988","0","2022-02-23T18:07:54Z",9,3,10,2,8,"1","3","2","0"
"3497","S11132988","0","2022-02-23T18:07:55Z",10,3,10,2,10,"1","3","2","0"
"3498","S11132988","0","2022-02-23T18:08:15Z",0,3,9,2,-10,"1","3","2","0"
"3499","S11132988","0","2022-02-23T18:08:16Z",1,3,9,2,-8,"1","3","2","0"
"3500","S11132988","0","2022-02-23T18:08:17Z",2,3,9,2,-6,"1","3","2","0"
"3501","S11132988","0","2022-02-23T18:08:18Z",3,3,9,2,-3,"1","3","2","0"
"3502","S11132988","1","2022-02-23T18:08:19Z",4,3,9,2,-1,"1","3","2","0"
"3503","S11132988","0","2022-02-23T18:08:20Z",5,3,9,2,1,"1","3","2","1"
"3504","S11132988","0","2022-02-23T18:08:21Z",6,3,9,2,3,"1","3","2","1"
"3505","S11132988","0","2022-02-23T18:08:22Z",7,3,9,2,6,"1","3","2","0"
"3506","S11132988","0","2022-02-23T18:08:23Z",8,3,9,2,8,"1","3","2","0"
"3507","S11132988","0","2022-02-23T18:08:24Z",9,3,9,2,10,"1","3","2","0"
"3508","S11132988","0","2022-02-23T18:08:36Z",0,3,11,2,-10,"1","3","2","0"
"3509","S11132988","0","2022-02-23T18:08:37Z",1,3,11,2,-8,"1","3","2","0"
"3510","S11132988","0","2022-02-23T18:08:38Z",2,3,11,2,-6,"1","3","2","0"
"3511","S11132988","0","2022-02-23T18:08:39Z",3,3,11,2,-5,"1","3","2","0"
"3512","S11132988","0","2022-02-23T18:08:40Z",4,3,11,2,-3,"1","3","2","0"
"3513","S11132988","1","2022-02-23T18:08:41Z",5,3,11,2,-1,"1","3","2","0"
"3514","S11132988","0","2022-02-23T18:08:42Z",6,3,11,2,1,"1","3","2","1"
"3515","S11132988","0","2022-02-23T18:08:43Z",7,3,11,2,3,"1","3","2","1"
"3516","S11132988","0","2022-02-23T18:08:44Z",8,3,11,2,5,"1","3","2","0"
"3517","S11132988","0","2022-02-23T18:08:45Z",9,3,11,2,6,"1","3","2","0"
"3518","S11132988","0","2022-02-23T18:08:46Z",10,3,11,2,8,"1","3","2","0"
"3519","S11132988","0","2022-02-23T18:08:47Z",11,3,11,2,10,"1","3","2","0"
"3520","S11132988","0","2022-02-23T18:10:40Z",0,3,9,2,-10,"1","3","2","0"
"3521","S11132988","0","2022-02-23T18:10:41Z",1,3,9,2,-8,"1","3","2","0"
"3522","S11132988","0","2022-02-23T18:10:42Z",2,3,9,2,-6,"1","3","2","0"
"3523","S11132988","0","2022-02-23T18:10:43Z",3,3,9,2,-3,"1","3","2","0"
"3524","S11132988","0","2022-02-23T18:10:44Z",4,3,9,2,-1,"1","3","2","0"
"3525","S11132988","1","2022-02-23T18:10:45Z",5,3,9,2,1,"1","3","2","0"
"3526","S11132988","0","2022-02-23T18:10:46Z",6,3,9,2,3,"1","3","2","1"
"3527","S11132988","1","2022-02-23T18:10:47Z",7,3,9,2,6,"1","3","2","1"
"3528","S11132988","0","2022-02-23T18:10:48Z",8,3,9,2,8,"1","3","2","1"
"3529","S11132988","0","2022-02-23T18:10:49Z",9,3,9,2,10,"1","3","2","1"
"3530","S11132988","0","2022-02-23T18:10:50Z",8,5,10,2,6,"1","3","2","0"
"3531","S11132988","0","2022-02-23T18:10:51Z",9,5,10,2,8,"1","3","2","0"
"3532","S11132988","0","2022-02-23T18:10:52Z",10,5,10,2,10,"1","3","2","0"
"3533","S11132988","0","2022-02-23T18:11:13Z",0,5,9,2,-10,"1","3","2","0"
"3534","S11132988","0","2022-02-23T18:11:14Z",1,5,9,2,-8,"1","3","2","0"
"3535","S11132988","0","2022-02-23T18:11:15Z",2,5,9,2,-6,"1","3","2","0"
"3536","S11132988","1","2022-02-23T18:11:16Z",3,5,9,2,-3,"1","3","2","0"
"3537","S11132988","0","2022-02-23T18:11:17Z",4,5,9,2,-1,"1","3","2","1"
"3538","S11132988","0","2022-02-23T18:11:18Z",5,5,9,2,1,"1","3","2","1"
"3539","S11132988","0","2022-02-23T18:11:19Z",6,5,9,2,3,"1","3","2","0"
"3540","S11132988","0","2022-02-23T18:11:20Z",7,5,9,2,6,"1","3","2","0"
"3541","S11132988","0","2022-02-23T18:11:21Z",8,5,9,2,8,"1","3","2","0"
"3542","S11132988","0","2022-02-23T18:11:22Z",9,5,9,2,10,"1","3","2","0"
"3543","S11132988","0","2022-02-23T18:11:31Z",0,5,10,2,-10,"1","3","2","0"
"3544","S11132988","0","2022-02-23T18:11:32Z",1,5,10,2,-8,"1","3","2","0"
"3545","S11132988","0","2022-02-23T18:11:33Z",2,5,10,2,-6,"1","3","2","0"
"3546","S11132988","0","2022-02-23T18:11:34Z",3,5,10,2,-4,"1","3","2","0"
"3547","S11132988","1","2022-02-23T18:11:35Z",4,5,10,2,-2,"1","3","2","0"
"3548","S11132988","0","2022-02-23T18:11:36Z",5,5,10,2,0,"1","3","2","1"
"3549","S11132988","0","2022-02-23T18:11:37Z",6,5,10,2,2,"1","3","2","1"
"3550","S11132988","0","2022-02-23T18:11:38Z",7,5,10,2,4,"1","3","2","0"
"3551","S11132988","0","2022-02-23T18:11:39Z",8,5,10,2,6,"1","3","2","0"
"3552","S11132988","0","2022-02-23T18:11:40Z",9,5,10,2,8,"1","3","2","0"
"3553","S11132988","0","2022-02-23T18:11:41Z",10,5,10,2,10,"1","3","2","0"
"3554","S11132988","0","2022-02-23T18:11:48Z",0,5,9,2,-10,"1","3","2","0"
"3555","S11132988","0","2022-02-23T18:11:49Z",1,5,9,2,-8,"1","3","2","0"
"3556","S11132988","0","2022-02-23T18:11:50Z",2,5,9,2,-6,"1","3","2","0"
"3557","S11132988","0","2022-02-23T18:11:51Z",3,5,9,2,-3,"1","3","2","0"
"3558","S11132988","1","2022-02-23T18:11:52Z",4,5,9,2,-1,"1","3","2","0"
"3559","S11132988","0","2022-02-23T18:11:53Z",5,5,9,2,1,"1","3","2","1"
"3560","S11132988","0","2022-02-23T18:11:54Z",6,5,9,2,3,"1","3","2","1"
"3561","S11132988","0","2022-02-23T18:11:55Z",7,5,9,2,6,"1","3","2","0"
"3562","S11132988","0","2022-02-23T18:11:56Z",8,5,9,2,8,"1","3","2","0"
"3563","S11132988","0","2022-02-23T18:11:57Z",9,5,9,2,10,"1","3","2","0"
"3564","S11132988","0","2022-02-23T18:12:06Z",0,5,10,2,-10,"1","3","2","0"
"3565","S11132988","0","2022-02-23T18:12:07Z",1,5,10,2,-8,"1","3","2","0"
"3566","S11132988","0","2022-02-23T18:12:08Z",2,5,10,2,-6,"1","3","2","0"
"3567","S11132988","0","2022-02-23T18:12:09Z",3,5,10,2,-4,"1","3","2","0"
"3568","S11132988","0","2022-02-23T18:12:10Z",4,5,10,2,-2,"1","3","2","0"
"3569","S11132988","1","2022-02-23T18:12:11Z",5,5,10,2,0,"1","3","2","0"
"3570","S11132988","0","2022-02-23T18:12:12Z",6,5,10,2,2,"1","3","2","1"
"3571","S11132988","0","2022-02-23T18:12:13Z",7,5,10,2,4,"1","3","2","1"
"3572","S11132988","0","2022-02-23T18:12:14Z",8,5,10,2,6,"1","3","2","0"
"3573","S11132988","0","2022-02-23T18:12:15Z",9,5,10,2,8,"1","3","2","0"
"3574","S11132988","0","2022-02-23T18:12:16Z",10,5,10,2,10,"1","3","2","0"
"3575","S11132988","0","2022-02-23T18:12:24Z",0,5,9,2,-10,"1","3","2","0"
"3576","S11132988","0","2022-02-23T18:12:25Z",1,5,9,2,-8,"1","3","2","0"
"3577","S11132988","0","2022-02-23T18:12:26Z",2,5,9,2,-6,"1","3","2","0"
"3578","S11132988","0","2022-02-23T18:12:27Z",3,5,9,2,-3,"1","3","2","0"
"3579","S11132988","1","2022-02-23T18:12:28Z",4,5,9,2,-1,"1","3","2","0"
"3580","S11132988","0","2022-02-23T18:12:29Z",5,5,9,2,1,"1","3","2","1"
"3581","S11132988","0","2022-02-23T18:12:30Z",6,5,9,2,3,"1","3","2","1"
"3582","S11132988","0","2022-02-23T18:12:31Z",7,5,9,2,6,"1","3","2","0"
"3583","S11132988","0","2022-02-23T18:12:32Z",8,5,9,2,8,"1","3","2","0"
"3584","S11132988","0","2022-02-23T18:12:33Z",9,5,9,2,10,"1","3","2","0"
"3585","S11132988","0","2022-02-23T18:13:39Z",0,10,9,2,-10,"1","3","2","0"
"3586","S11132988","0","2022-02-23T18:13:40Z",1,10,9,2,-8,"1","3","2","0"
"3587","S11132988","0","2022-02-23T18:13:41Z",2,10,9,2,-6,"1","3","2","0"
"3588","S11132988","1","2022-02-23T18:13:42Z",3,10,9,2,-3,"1","3","2","0"
"3589","S11132988","0","2022-02-23T18:13:43Z",4,10,9,2,-1,"1","3","2","1"
"3590","S11132988","1","2022-02-23T18:13:44Z",5,10,9,2,1,"1","3","2","1"
"3591","S11132988","0","2022-02-23T18:13:45Z",6,10,9,2,3,"1","3","2","1"
"3592","S11132988","0","2022-02-23T18:13:46Z",7,10,9,2,6,"1","3","2","1"
"3593","S11132988","0","2022-02-23T18:13:47Z",8,10,9,2,8,"1","3","2","0"
"3594","S11132988","0","2022-02-23T18:13:48Z",9,10,9,2,10,"1","3","2","0"
"3595","S11132988","0","2022-02-23T18:13:56Z",0,10,10,2,-10,"1","3","2","0"
"3596","S11132988","0","2022-02-23T18:13:57Z",1,10,10,2,-8,"1","3","2","0"
"3597","S11132988","0","2022-02-23T18:13:58Z",2,10,10,2,-6,"1","3","2","0"
"3598","S11132988","0","2022-02-23T18:13:59Z",3,10,10,2,-4,"1","3","2","0"
"3599","S11132988","1","2022-02-23T18:14:00Z",4,10,10,2,-2,"1","3","2","0"
"3600","S11132988","0","2022-02-23T18:14:01Z",5,10,10,2,0,"1","3","2","1"
"3601","S11132988","1","2022-02-23T18:14:02Z",6,10,10,2,2,"1","3","2","1"
"3602","S11132988","0","2022-02-23T18:14:03Z",7,10,10,2,4,"1","3","2","1"
"3603","S11132988","0","2022-02-23T18:14:04Z",8,10,10,2,6,"1","3","2","1"
"3604","S11132988","0","2022-02-23T18:14:05Z",9,10,10,2,8,"1","3","2","0"
"3605","S11132988","0","2022-02-23T18:14:06Z",10,10,10,2,10,"1","3","2","0"
"3606","S11132988","0","2022-02-23T18:14:15Z",0,10,10,2,-10,"1","3","2","0"
"3607","S11132988","0","2022-02-23T18:14:16Z",1,10,10,2,-8,"1","3","2","0"
"3608","S11132988","0","2022-02-23T18:14:17Z",2,10,10,2,-6,"1","3","2","0"
"3609","S11132988","1","2022-02-23T18:14:18Z",3,10,10,2,-4,"1","3","2","0"
"3610","S11132988","0","2022-02-23T18:14:19Z",4,10,10,2,-2,"1","3","2","1"
"3611","S11132988","1","2022-02-23T18:14:20Z",5,10,10,2,0,"1","3","2","1"
"3612","S11132988","0","2022-02-23T18:14:21Z",6,10,10,2,2,"1","3","2","1"
"3613","S11132988","0","2022-02-23T18:14:22Z",7,10,10,2,4,"1","3","2","1"
"3614","S11132988","0","2022-02-23T18:14:23Z",8,10,10,2,6,"1","3","2","0"
"3615","S11132988","0","2022-02-23T18:14:24Z",9,10,10,2,8,"1","3","2","0"
"3616","S11132988","0","2022-02-23T18:14:25Z",10,10,10,2,10,"1","3","2","0"
"3617","S11132988","0","2022-02-23T18:14:33Z",0,10,10,2,-10,"1","3","2","0"
"3618","S11132988","0","2022-02-23T18:14:34Z",1,10,10,2,-8,"1","3","2","0"
"3619","S11132988","0","2022-02-23T18:14:35Z",2,10,10,2,-6,"1","3","2","0"
"3620","S11132988","1","2022-02-23T18:14:36Z",3,10,10,2,-4,"1","3","2","0"
"3621","S11132988","0","2022-02-23T18:14:37Z",4,10,10,2,-2,"1","3","2","1"
"3622","S11132988","1","2022-02-23T18:14:38Z",5,10,10,2,0,"1","3","2","1"
"3623","S11132988","0","2022-02-23T18:14:39Z",6,10,10,2,2,"1","3","2","1"
"3624","S11132988","0","2022-02-23T18:14:40Z",7,10,10,2,4,"1","3","2","1"
"3625","S11132988","0","2022-02-23T18:14:41Z",8,10,10,2,6,"1","3","2","0"
"3626","S11132988","0","2022-02-23T18:14:42Z",9,10,10,2,8,"1","3","2","0"
"3627","S11132988","0","2022-02-23T18:14:43Z",10,10,10,2,10,"1","3","2","0"
"3628","S11132988","0","2022-02-23T18:14:52Z",0,10,10,2,-10,"1","3","2","0"
"3629","S11132988","0","2022-02-23T18:14:53Z",1,10,10,2,-8,"1","3","2","0"
"3630","S11132988","0","2022-02-23T18:14:54Z",2,10,10,2,-6,"1","3","2","0"
"3631","S11132988","0","2022-02-23T18:14:55Z",3,10,10,2,-4,"1","3","2","0"
"3632","S11132988","1","2022-02-23T18:14:56Z",4,10,10,2,-2,"1","3","2","0"
"3633","S11132988","0","2022-02-23T18:14:57Z",5,10,10,2,0,"1","3","2","1"
"3634","S11132988","1","2022-02-23T18:14:58Z",6,10,10,2,2,"1","3","2","1"
"3635","S11132988","0","2022-02-23T18:14:59Z",7,10,10,2,4,"1","3","2","1"
"3636","S11132988","0","2022-02-23T18:15:00Z",8,10,10,2,6,"1","3","2","1"
"3637","S11132988","0","2022-02-23T18:15:01Z",9,10,10,2,8,"1","3","2","0"
"3638","S11132988","0","2022-02-23T18:15:02Z",10,10,10,2,10,"1","3","2","0"
"3639","S11132988","0","2022-02-23T18:15:11Z",0,10,10,2,-10,"1","3","2","0"
"3640","S11132988","0","2022-02-23T18:15:12Z",1,10,10,2,-8,"1","3","2","0"
"3641","S11132988","0","2022-02-23T18:15:13Z",2,10,10,2,-6,"1","3","2","0"
"3642","S11132988","1","2022-02-23T18:15:14Z",3,10,10,2,-4,"1","3","2","0"
"3643","S11132988","0","2022-02-23T18:15:15Z",4,10,10,2,-2,"1","3","2","1"
"3644","S11132988","1","2022-02-23T18:15:16Z",5,10,10,2,0,"1","3","2","1"
"3645","S11132988","0","2022-02-23T18:15:17Z",6,10,10,2,2,"1","3","2","1"
"3646","S11132988","0","2022-02-23T18:15:18Z",7,10,10,2,4,"1","3","2","1"
"3647","S11132988","0","2022-02-23T18:15:19Z",8,10,10,2,6,"1","3","2","0"
"3648","S11132988","0","2022-02-23T18:15:20Z",9,10,10,2,8,"1","3","2","0"
"3649","S11132988","0","2022-02-23T18:15:21Z",10,10,10,2,10,"1","3","2","0"
"3650","S11132988","0","2022-02-23T18:16:07Z",0,12,10,2,-10,"1","3","2","0"
"3651","S11132988","0","2022-02-23T18:16:08Z",1,12,10,2,-8,"1","3","2","0"
"3652","S11132988","0","2022-02-23T18:16:09Z",2,12,10,2,-6,"1","3","2","0"
"3653","S11132988","1","2022-02-23T18:16:10Z",3,12,10,2,-4,"1","3","2","0"
"3654","S11132988","0","2022-02-23T18:16:11Z",4,12,10,2,-2,"1","3","2","1"
"3655","S11132988","1","2022-02-23T18:16:12Z",5,12,10,2,0,"1","3","2","1"
"3656","S11132988","0","2022-02-23T18:16:13Z",6,12,10,2,2,"1","3","2","1"
"3657","S11132988","0","2022-02-23T18:16:14Z",7,12,10,2,4,"1","3","2","1"
"3658","S11132988","0","2022-02-23T18:16:15Z",8,12,10,2,6,"1","3","2","0"
"3659","S11132988","0","2022-02-23T18:16:16Z",9,12,10,2,8,"1","3","2","0"
"3660","S11132988","0","2022-02-23T18:16:17Z",10,12,10,2,10,"1","3","2","0"
"3661","S11132988","0","2022-02-23T18:16:25Z",0,12,10,2,-10,"1","3","2","0"
"3662","S11132988","0","2022-02-23T18:16:26Z",1,12,10,2,-8,"1","3","2","0"
"3663","S11132988","0","2022-02-23T18:16:27Z",2,12,10,2,-6,"1","3","2","0"
"3664","S11132988","1","2022-02-23T18:16:28Z",3,12,10,2,-4,"1","3","2","0"
"3665","S11132988","0","2022-02-23T18:16:29Z",4,12,10,2,-2,"1","3","2","1"
