unique_id,detection_datetime,seconds_in,run_dist.y,x_distance.y,duration.y,velocity.y,grid_dist,detection,brand
RM-14-7,2022-03-25T15:51:08Z,8,20,15,11,1.8181818181818181,14.545454545454545,1,cudde
RM-14-7,2022-03-25T15:52:04Z,4,20,15,13,1.5384615384615385,6.153846153846154,1,cudde
RM-14-7,2022-03-25T15:52:06Z,6,20,15,13,1.5384615384615385,9.230769230769232,1,cudde
RM-14-7,2022-03-25T15:52:08Z,8,20,15,13,1.5384615384615385,12.307692307692308,1,cudde
RM-14-7,2022-03-25T15:52:10Z,10,20,15,13,1.5384615384615385,15.384615384615385,1,cudde
RM-14-7,2022-03-25T15:53:04Z,4,20,15,10,2,8,1,cudde
RM-14-7,2022-03-25T15:53:08Z,8,20,15,10,2,16,1,cudde
RM-14-7,2022-03-25T15:54:04Z,4,20,15,12,1.6666666666666667,6.666666666666667,1,cudde
RM-14-7,2022-03-25T15:54:06Z,6,20,15,12,1.6666666666666667,10,1,cudde
RM-14-7,2022-03-25T15:54:08Z,8,20,15,12,1.6666666666666667,13.333333333333334,1,cudde
RM-14-7,2022-03-25T15:55:05Z,5,20,15,10,2,10,1,cudde
RM-14-7,2022-03-25T15:56:07Z,7,20,20,12,1.6666666666666667,11.666666666666668,1,cudde
RM-14-7,2022-03-25T15:56:09Z,9,20,20,12,1.6666666666666667,15,1,cudde
RM-14-8,2022-03-25T17:13:06Z,6,20,3,10,2,12,1,cudde
RM-14-8,2022-03-25T17:14:06Z,6,20,3,11,1.8181818181818181,10.909090909090908,1,cudde
RM-14-8,2022-03-25T17:15:07Z,7,20,3,10,2,14,1,cudde
RM-14-8,2022-03-25T17:17:06Z,6,20,3,10,2,12,1,cudde
RM-14-8,2022-03-25T17:18:07Z,7,20,3,10,2,14,1,cudde
RM-14-8,2022-03-25T17:19:06Z,6,20,5,11,1.8181818181818181,10.909090909090908,1,cudde
RM-14-8,2022-03-25T17:21:04Z,4,20,5,12,1.6666666666666667,6.666666666666667,1,cudde
RM-14-8,2022-03-25T17:21:07Z,7,20,5,12,1.6666666666666667,11.666666666666668,1,cudde
RM-14-8,2022-03-25T17:22:10Z,10,20,5,14,1.4285714285714286,14.285714285714286,1,cudde
RM-14-8,2022-03-25T17:23:07Z,7,20,5,11,1.8181818181818181,12.727272727272727,1,cudde
RM-14-8,2022-03-25T17:24:08Z,8,20,5,13,1.5384615384615385,12.307692307692308,1,cudde
RM-19-9,2022-03-28T12:54:19Z,6,20,3,15,1.3333333333333333,8,1,reconyx
RM-19-9,2022-03-28T12:55:03Z,6,20,3,10,2,12,1,reconyx
RM-19-9,2022-03-28T12:55:49Z,4,20,3,13,1.5384615384615385,6.153846153846154,1,reconyx
RM-19-9,2022-03-28T12:56:06Z,4,20,3,9,2.2222222222222223,8.88888888888889,1,reconyx
RM-19-9,2022-03-28T12:56:22Z,4,20,5,10,2,8,1,reconyx
RM-19-9,2022-03-28T12:56:41Z,3,20,5,9,2.2222222222222223,6.666666666666667,1,reconyx
RM-19-9,2022-03-28T12:56:57Z,4,20,5,11,1.8181818181818181,7.2727272727272725,1,reconyx
RM-19-9,2022-03-28T12:57:16Z,4,20,5,10,2,8,1,reconyx
RM-19-9,2022-03-28T12:57:53Z,6,20,10,11,1.8181818181818181,10.909090909090908,1,reconyx
RM-19-9,2022-03-28T12:58:11Z,4,20,10,10,2,8,1,reconyx
RM-19-9,2022-03-28T12:58:33Z,6,20,10,10,2,12,1,reconyx
RM-19-9,2022-03-28T12:58:46Z,4,20,10,10,2,8,1,reconyx
RM-19-9,2022-03-28T12:59:03Z,6,20,10,10,2,12,1,reconyx
RM-19-9,2022-03-28T12:59:16Z,3,20,10,11,1.8181818181818181,5.454545454545454,1,reconyx
RM-19-9,2022-03-28T13:00:03Z,6,20,12,10,2,12,1,reconyx
RM-19-9,2022-03-28T13:00:16Z,3,20,12,10,2,6,1,reconyx
RM-19-9,2022-03-28T13:00:32Z,4,20,12,10,2,8,1,reconyx
RM-19-9,2022-03-28T13:00:47Z,5,20,12,10,2,10,1,reconyx
RM-19-9,2022-03-28T13:01:02Z,5,20,12,10,2,10,1,reconyx
